State,Season,_YearMonth,AgeCategory_Legend,Sex_Label,Race_Label,MonthlyRate,Type
New York,2022-23,202308,≥65 years,All,All,63.7,Crude Rate
New York,2022-23,202302,≥65 years,All,All,151.2,Crude Rate
New York,2022-23,202309,≥65 years,All,All,103.3,Crude Rate
New York,2022-23,202211,≥65 years,All,All,147.7,Crude Rate
New York,2022-23,202305,≥65 years,All,All,56.1,Crude Rate
New York,2022-23,202301,≥65 years,All,All,170,Crude Rate
New York,2022-23,202303,50-64 years,All,All,34,Crude Rate
New York,2022-23,202212,50-64 years,All,All,46.4,Crude Rate
New York,2022-23,202306,50-64 years,All,All,6.5,Crude Rate
New York,2022-23,202307,50-64 years,All,All,6.7,Crude Rate
New York,2022-23,202309,50-64 years,All,All,23.5,Crude Rate
New York,2022-23,202211,50-64 years,All,All,40.3,Crude Rate
New York,2022-23,202305,50-64 years,All,All,10.3,Crude Rate
New York,2022-23,202304,50-64 years,All,All,19.7,Crude Rate
New York,2022-23,202308,50-64 years,All,All,10.5,Crude Rate
New York,2022-23,202301,50-64 years,All,All,50.6,Crude Rate
New York,2022-23,202210,50-64 years,All,All,56.2,Crude Rate
New York,2022-23,202302,50-64 years,All,All,45.2,Crude Rate
New York,2022-23,202307,18-49 years,All,All,1.9,Crude Rate
New York,2022-23,202301,18-49 years,All,All,19.3,Crude Rate
New York,2022-23,202308,18-49 years,All,All,3.7,Crude Rate
New York,2022-23,202302,18-49 years,All,All,15.8,Crude Rate
New York,2022-23,202303,18-49 years,All,All,12,Crude Rate
New York,2022-23,202212,18-49 years,All,All,19,Crude Rate
New York,2022-23,202304,18-49 years,All,All,9.8,Crude Rate
New York,2022-23,202309,18-49 years,All,All,5.9,Crude Rate
New York,2022-23,202306,18-49 years,All,All,1,Crude Rate
New York,2022-23,202305,18-49 years,All,All,4.4,Crude Rate
New York,2022-23,202210,18-49 years,All,All,23.4,Crude Rate
New York,2022-23,202211,18-49 years,All,All,17.3,Crude Rate
New York,2022-23,202302,5-17 years,All,All,6.3,Crude Rate
New York,2022-23,202304,5-17 years,All,All,1.3,Crude Rate
New York,2022-23,202306,5-17 years,All,All,0,Crude Rate
New York,2022-23,202210,5-17 years,All,All,3.8,Crude Rate
New York,2022-23,202212,5-17 years,All,All,3.5,Crude Rate
New York,2022-23,202211,5-17 years,All,All,1.9,Crude Rate
New York,2022-23,202305,5-17 years,All,All,1.6,Crude Rate
New York,2022-23,202309,5-17 years,All,All,1.9,Crude Rate
New York,2022-23,202303,5-17 years,All,All,2.8,Crude Rate
New York,2022-23,202308,5-17 years,All,All,0.3,Crude Rate
New York,2022-23,202307,5-17 years,All,All,0.3,Crude Rate
New York,2022-23,202301,5-17 years,All,All,3.5,Crude Rate
New York,2022-23,202307,0-4 years,All,All,1.9,Crude Rate
New York,2022-23,202210,0-4 years,All,All,25.9,Crude Rate
New York,2022-23,202304,0-4 years,All,All,4.6,Crude Rate
New York,2022-23,202211,0-4 years,All,All,17.6,Crude Rate
New York,2022-23,202301,0-4 years,All,All,26.8,Crude Rate
New York,2022-23,202306,0-4 years,All,All,0.9,Crude Rate
New York,2022-23,202309,0-4 years,All,All,13,Crude Rate
New York,2022-23,202305,0-4 years,All,All,3.7,Crude Rate
New York,2022-23,202303,0-4 years,All,All,23.1,Crude Rate
New York,2022-23,202212,0-4 years,All,All,26.8,Crude Rate
New York,2022-23,202302,0-4 years,All,All,13,Crude Rate
New York,2022-23,202308,0-4 years,All,All,5.6,Crude Rate
New Mexico,2022-23,202306,All,All,All,7.7,Crude Rate
New Mexico,2022-23,202210,All,All,All,33,Crude Rate
New Mexico,2022-23,202305,All,All,All,17.2,Crude Rate
New Mexico,2022-23,202212,All,All,All,48.2,Crude Rate
New Mexico,2022-23,202303,All,All,All,29.3,Crude Rate
New Mexico,2022-23,202301,All,All,All,27.2,Crude Rate
New Mexico,2022-23,202304,All,All,All,26.9,Crude Rate
New Mexico,2022-23,202302,All,All,All,23.5,Crude Rate
New Mexico,2022-23,202308,All,All,All,13.1,Crude Rate
New Mexico,2022-23,202211,All,All,All,60.3,Crude Rate
New Mexico,2022-23,202307,All,All,All,6.4,Crude Rate
New Mexico,2022-23,202309,All,All,All,18.9,Crude Rate
New Mexico,2022-23,202307,All,All,Hispanic,5.5,Crude Rate
New Mexico,2022-23,202212,All,All,Hispanic,36.3,Crude Rate
New Mexico,2022-23,202210,All,All,Hispanic,25.6,Crude Rate
New Mexico,2022-23,202211,All,All,Hispanic,44.8,Crude Rate
New Mexico,2022-23,202304,All,All,Hispanic,19.2,Crude Rate
New Mexico,2022-23,202305,All,All,Hispanic,13.1,Crude Rate
New Mexico,2022-23,202303,All,All,Hispanic,22.5,Crude Rate
New Mexico,2022-23,202306,All,All,Hispanic,6.6,Crude Rate
New Mexico,2022-23,202301,All,All,Hispanic,19.1,Crude Rate
New Mexico,2022-23,202308,All,All,Hispanic,10.7,Crude Rate
New Mexico,2022-23,202302,All,All,Hispanic,19.2,Crude Rate
New Mexico,2022-23,202309,All,All,Hispanic,13.1,Crude Rate
New Mexico,2022-23,202303,All,All,"A/PI, non-Hispanic",15.2,Crude Rate
New Mexico,2022-23,202306,All,All,"A/PI, non-Hispanic",15.2,Crude Rate
New Mexico,2022-23,202307,All,All,"A/PI, non-Hispanic",7.6,Crude Rate
New Mexico,2022-23,202304,All,All,"A/PI, non-Hispanic",3.8,Crude Rate
New Mexico,2022-23,202211,All,All,"A/PI, non-Hispanic",37.9,Crude Rate
New Mexico,2022-23,202212,All,All,"A/PI, non-Hispanic",26.6,Crude Rate
New Mexico,2022-23,202305,All,All,"A/PI, non-Hispanic",7.6,Crude Rate
New Mexico,2022-23,202210,All,All,"A/PI, non-Hispanic",19,Crude Rate
New Mexico,2022-23,202308,All,All,"A/PI, non-Hispanic",15.2,Crude Rate
New Mexico,2022-23,202309,All,All,"A/PI, non-Hispanic",0,Crude Rate
New Mexico,2022-23,202301,All,All,"A/PI, non-Hispanic",15.2,Crude Rate
New Mexico,2022-23,202302,All,All,"A/PI, non-Hispanic",15.2,Crude Rate
New Mexico,2022-23,202212,All,All,"AI/AN, non-Hispanic",62.1,Crude Rate
New Mexico,2022-23,202210,All,All,"AI/AN, non-Hispanic",40.6,Crude Rate
New Mexico,2022-23,202211,All,All,"AI/AN, non-Hispanic",74,Crude Rate
New Mexico,2022-23,202304,All,All,"AI/AN, non-Hispanic",54.9,Crude Rate
New Mexico,2022-23,202302,All,All,"AI/AN, non-Hispanic",27.4,Crude Rate
New Mexico,2022-23,202306,All,All,"AI/AN, non-Hispanic",9.5,Crude Rate
New Mexico,2022-23,202301,All,All,"AI/AN, non-Hispanic",39.4,Crude Rate
New Mexico,2022-23,202303,All,All,"AI/AN, non-Hispanic",71.6,Crude Rate
New Mexico,2022-23,202307,All,All,"AI/AN, non-Hispanic",13.1,Crude Rate
New Mexico,2022-23,202308,All,All,"AI/AN, non-Hispanic",26.3,Crude Rate
New Mexico,2022-23,202305,All,All,"AI/AN, non-Hispanic",26.3,Crude Rate
New Mexico,2022-23,202309,All,All,"AI/AN, non-Hispanic",31,Crude Rate
New Mexico,2022-23,202211,All,All,"Black, non-Hispanic",90.1,Crude Rate
New Mexico,2022-23,202308,All,All,"Black, non-Hispanic",7.8,Crude Rate
New Mexico,2022-23,202306,All,All,"Black, non-Hispanic",11.8,Crude Rate
New Mexico,2022-23,202303,All,All,"Black, non-Hispanic",19.6,Crude Rate
New Mexico,2022-23,202305,All,All,"Black, non-Hispanic",23.5,Crude Rate
New Mexico,2022-23,202304,All,All,"Black, non-Hispanic",35.3,Crude Rate
New Mexico,2022-23,202301,All,All,"Black, non-Hispanic",35.3,Crude Rate
New Mexico,2022-23,202302,All,All,"Black, non-Hispanic",15.7,Crude Rate
New Mexico,2022-23,202307,All,All,"Black, non-Hispanic",19.6,Crude Rate
New Mexico,2022-23,202210,All,All,"Black, non-Hispanic",39.2,Crude Rate
New Mexico,2022-23,202309,All,All,"Black, non-Hispanic",35.3,Crude Rate
New Mexico,2022-23,202212,All,All,"Black, non-Hispanic",39.2,Crude Rate
New Mexico,2022-23,202305,All,All,"White, non-Hispanic",21.5,Crude Rate
New Mexico,2022-23,202212,All,All,"White, non-Hispanic",64.1,Crude Rate
New Mexico,2022-23,202304,All,All,"White, non-Hispanic",34.1,Crude Rate
New Mexico,2022-23,202211,All,All,"White, non-Hispanic",80,Crude Rate
New Mexico,2022-23,202302,All,All,"White, non-Hispanic",29.3,Crude Rate
New Mexico,2022-23,202309,All,All,"White, non-Hispanic",26.1,Crude Rate
New Mexico,2022-23,202303,All,All,"White, non-Hispanic",32.6,Crude Rate
New Mexico,2022-23,202308,All,All,"White, non-Hispanic",14.8,Crude Rate
New Mexico,2022-23,202306,All,All,"White, non-Hispanic",8.7,Crude Rate
New Mexico,2022-23,202210,All,All,"White, non-Hispanic",41.9,Crude Rate
New Mexico,2022-23,202301,All,All,"White, non-Hispanic",35.9,Crude Rate
New Mexico,2022-23,202307,All,All,"White, non-Hispanic",5.9,Crude Rate
New Mexico,2022-23,202302,All,Female,All,23.3,Crude Rate
New Mexico,2022-23,202212,All,Female,All,50.4,Crude Rate
New Mexico,2022-23,202304,All,Female,All,29.3,Crude Rate
New Mexico,2022-23,202306,All,Female,All,7.8,Crude Rate
New Mexico,2022-23,202307,All,Female,All,5.7,Crude Rate
New Mexico,2022-23,202210,All,Female,All,34.9,Crude Rate
New Mexico,2022-23,202305,All,Female,All,18.4,Crude Rate
New Mexico,2022-23,202211,All,Female,All,59.9,Crude Rate
New Mexico,2022-23,202303,All,Female,All,28,Crude Rate
New Mexico,2022-23,202301,All,Female,All,25.6,Crude Rate
New Mexico,2022-23,202308,All,Female,All,13,Crude Rate
New Mexico,2022-23,202309,All,Female,All,19.5,Crude Rate
New Mexico,2022-23,202306,All,Male,All,7.5,Crude Rate
New Mexico,2022-23,202309,All,Male,All,18.4,Crude Rate
New Mexico,2022-23,202302,All,Male,All,23.7,Crude Rate
New Mexico,2022-23,202211,All,Male,All,60.8,Crude Rate
New Mexico,2022-23,202210,All,Male,All,31,Crude Rate
New Mexico,2022-23,202303,All,Male,All,30.6,Crude Rate
New Mexico,2022-23,202212,All,Male,All,45.9,Crude Rate
New Mexico,2022-23,202301,All,Male,All,28.9,Crude Rate
New Mexico,2022-23,202307,All,Male,All,7.1,Crude Rate
New Mexico,2022-23,202304,All,Male,All,24.5,Crude Rate
New Mexico,2022-23,202305,All,Male,All,16,Crude Rate
New Mexico,2022-23,202308,All,Male,All,13.2,Crude Rate
New Mexico,2022-23,202304,≥18 years (Adults),All,All,32.2,Crude Rate
New Mexico,2022-23,202302,≥18 years (Adults),All,All,28.2,Crude Rate
New Mexico,2022-23,202211,≥18 years (Adults),All,All,70.1,Crude Rate
New Mexico,2022-23,202212,≥18 years (Adults),All,All,57.2,Crude Rate
New Mexico,2022-23,202308,≥18 years (Adults),All,All,15,Crude Rate
New Mexico,2022-23,202307,≥18 years (Adults),All,All,7.5,Crude Rate
New Mexico,2022-23,202306,≥18 years (Adults),All,All,9.4,Crude Rate
New Mexico,2022-23,202303,≥18 years (Adults),All,All,35,Crude Rate
New Mexico,2022-23,202309,≥18 years (Adults),All,All,22.8,Crude Rate
New Mexico,2022-23,202210,≥18 years (Adults),All,All,38.7,Crude Rate
New Mexico,2022-23,202305,≥18 years (Adults),All,All,20.4,Crude Rate
New Mexico,2022-23,202301,≥18 years (Adults),All,All,33,Crude Rate
New Mexico,2022-23,202301,0-17 years (Children),All,All,5.5,Crude Rate
New Mexico,2022-23,202302,0-17 years (Children),All,All,5.9,Crude Rate
New Mexico,2022-23,202305,0-17 years (Children),All,All,5.2,Crude Rate
New Mexico,2022-23,202210,0-17 years (Children),All,All,11.4,Crude Rate
New Mexico,2022-23,202308,0-17 years (Children),All,All,5.9,Crude Rate
New Mexico,2022-23,202307,0-17 years (Children),All,All,2.2,Crude Rate
New Mexico,2022-23,202303,0-17 years (Children),All,All,8.1,Crude Rate
New Mexico,2022-23,202211,0-17 years (Children),All,All,23.6,Crude Rate
New Mexico,2022-23,202212,0-17 years (Children),All,All,14,Crude Rate
New Mexico,2022-23,202309,0-17 years (Children),All,All,4.4,Crude Rate
New Mexico,2022-23,202304,0-17 years (Children),All,All,7,Crude Rate
New Mexico,2022-23,202306,0-17 years (Children),All,All,1.1,Crude Rate
New Mexico,2022-23,202302,≥75 years,All,All,117.1,Crude Rate
New Mexico,2022-23,202308,≥75 years,All,All,70.4,Crude Rate
New Mexico,2022-23,202211,≥75 years,All,All,300.6,Crude Rate
New Mexico,2022-23,202210,≥75 years,All,All,149.8,Crude Rate
New Mexico,2022-23,202306,≥75 years,All,All,35.7,Crude Rate
New Mexico,2022-23,202309,≥75 years,All,All,106.2,Crude Rate
New Mexico,2022-23,202307,≥75 years,All,All,36.7,Crude Rate
New Mexico,2022-23,202304,≥75 years,All,All,132,Crude Rate
New Mexico,2022-23,202305,≥75 years,All,All,90.3,Crude Rate
New Mexico,2022-23,202303,≥75 years,All,All,142.9,Crude Rate
New Mexico,2022-23,202212,≥75 years,All,All,241.1,Crude Rate
New Mexico,2022-23,202301,≥75 years,All,All,132.9,Crude Rate
New Mexico,2022-23,202304,1-4 years,All,All,7.7,Crude Rate
New Mexico,2022-23,202210,1-4 years,All,All,15.4,Crude Rate
New Mexico,2022-23,202302,1-4 years,All,All,9.6,Crude Rate
New Mexico,2022-23,202306,1-4 years,All,All,0,Crude Rate
New Mexico,2022-23,202308,1-4 years,All,All,5.8,Crude Rate
New Mexico,2022-23,202307,1-4 years,All,All,3.8,Crude Rate
New Mexico,2022-23,202211,1-4 years,All,All,38.4,Crude Rate
New Mexico,2022-23,202303,1-4 years,All,All,7.7,Crude Rate
New Mexico,2022-23,202305,1-4 years,All,All,5.8,Crude Rate
New Mexico,2022-23,202309,1-4 years,All,All,3.8,Crude Rate
New Mexico,2022-23,202212,1-4 years,All,All,25,Crude Rate
New Mexico,2022-23,202301,1-4 years,All,All,13.5,Crude Rate
New Mexico,2022-23,202309,0-<1 year,All,All,49,Crude Rate
New Mexico,2022-23,202211,0-<1 year,All,All,204.2,Crude Rate
New Mexico,2022-23,202302,0-<1 year,All,All,40.8,Crude Rate
New Mexico,2022-23,202308,0-<1 year,All,All,40.8,Crude Rate
New Mexico,2022-23,202212,0-<1 year,All,All,130.7,Crude Rate
New Mexico,2022-23,202306,0-<1 year,All,All,24.5,Crude Rate
New Mexico,2022-23,202210,0-<1 year,All,All,106.2,Crude Rate
New Mexico,2022-23,202307,0-<1 year,All,All,16.3,Crude Rate
New Mexico,2022-23,202303,0-<1 year,All,All,98,Crude Rate
New Mexico,2022-23,202301,0-<1 year,All,All,40.8,Crude Rate
New Mexico,2022-23,202304,0-<1 year,All,All,57.2,Crude Rate
New Mexico,2022-23,202305,0-<1 year,All,All,49,Crude Rate
New Mexico,2022-23,202302,≥85 years,All,All,218.2,Crude Rate
New Mexico,2022-23,202308,≥85 years,All,All,83.3,Crude Rate
New Mexico,2022-23,202304,≥85 years,All,All,194.4,Crude Rate
New Mexico,2022-23,202303,≥85 years,All,All,277.7,Crude Rate
New Mexico,2022-23,202309,≥85 years,All,All,162.7,Crude Rate
New Mexico,2022-23,202211,≥85 years,All,All,484,Crude Rate
New Mexico,2022-23,202301,≥85 years,All,All,210.3,Crude Rate
New Mexico,2022-23,202307,≥85 years,All,All,47.6,Crude Rate
New Mexico,2022-23,202212,≥85 years,All,All,404.7,Crude Rate
New Mexico,2022-23,202210,≥85 years,All,All,257.9,Crude Rate
New Mexico,2022-23,202305,≥85 years,All,All,138.9,Crude Rate
New Mexico,2022-23,202306,≥85 years,All,All,71.4,Crude Rate
New Mexico,2022-23,202308,75-84 years,All,All,66.2,Crude Rate
New Mexico,2022-23,202210,75-84 years,All,All,113.8,Crude Rate
New Mexico,2022-23,202301,75-84 years,All,All,107.2,Crude Rate
New Mexico,2022-23,202304,75-84 years,All,All,111.1,Crude Rate
New Mexico,2022-23,202305,75-84 years,All,All,74.1,Crude Rate
New Mexico,2022-23,202211,75-84 years,All,All,239.5,Crude Rate
New Mexico,2022-23,202303,75-84 years,All,All,97.9,Crude Rate
New Mexico,2022-23,202309,75-84 years,All,All,87.3,Crude Rate
New Mexico,2022-23,202212,75-84 years,All,All,186.5,Crude Rate
New Mexico,2022-23,202306,75-84 years,All,All,23.8,Crude Rate
New Mexico,2022-23,202302,75-84 years,All,All,83.4,Crude Rate
New Mexico,2022-23,202307,75-84 years,All,All,33.1,Crude Rate
New Mexico,2022-23,202305,65-74 years,All,All,33,Crude Rate
New Mexico,2022-23,202303,65-74 years,All,All,51.6,Crude Rate
New Mexico,2022-23,202307,65-74 years,All,All,7.6,Crude Rate
New Mexico,2022-23,202212,65-74 years,All,All,90.1,Crude Rate
New Mexico,2022-23,202306,65-74 years,All,All,13.1,Crude Rate
New Mexico,2022-23,202304,65-74 years,All,All,55.7,Crude Rate
New Mexico,2022-23,202308,65-74 years,All,All,23.4,Crude Rate
New Mexico,2022-23,202211,65-74 years,All,All,96.3,Crude Rate
New Mexico,2022-23,202301,65-74 years,All,All,56.4,Crude Rate
New Mexico,2022-23,202210,65-74 years,All,All,52.3,Crude Rate
New Mexico,2022-23,202309,65-74 years,All,All,36.4,Crude Rate
New Mexico,2022-23,202302,65-74 years,All,All,47.5,Crude Rate
New Mexico,2022-23,202301,40-49 years,All,All,14.4,Crude Rate
New Mexico,2022-23,202304,40-49 years,All,All,15.1,Crude Rate
New Mexico,2022-23,202306,40-49 years,All,All,7.9,Crude Rate
New Mexico,2022-23,202308,40-49 years,All,All,6.6,Crude Rate
New Mexico,2022-23,202212,40-49 years,All,All,17.1,Crude Rate
New Mexico,2022-23,202307,40-49 years,All,All,3.3,Crude Rate
New Mexico,2022-23,202309,40-49 years,All,All,8.5,Crude Rate
New Mexico,2022-23,202211,40-49 years,All,All,22.3,Crude Rate
New Mexico,2022-23,202305,40-49 years,All,All,7.2,Crude Rate
New Mexico,2022-23,202303,40-49 years,All,All,15.8,Crude Rate
New Mexico,2022-23,202302,40-49 years,All,All,8.5,Crude Rate
New Mexico,2022-23,202210,40-49 years,All,All,17.7,Crude Rate
New Mexico,2022-23,202302,30-39 years,All,All,13.3,Crude Rate
New Mexico,2022-23,202307,30-39 years,All,All,2.9,Crude Rate
New Mexico,2022-23,202304,30-39 years,All,All,11.5,Crude Rate
New Mexico,2022-23,202211,30-39 years,All,All,28.3,Crude Rate
New Mexico,2022-23,202210,30-39 years,All,All,20.2,Crude Rate
New Mexico,2022-23,202309,30-39 years,All,All,7.5,Crude Rate
New Mexico,2022-23,202305,30-39 years,All,All,9.2,Crude Rate
New Mexico,2022-23,202303,30-39 years,All,All,14.4,Crude Rate
New Mexico,2022-23,202212,30-39 years,All,All,22.5,Crude Rate
New Mexico,2022-23,202301,30-39 years,All,All,13.8,Crude Rate
New Mexico,2022-23,202308,30-39 years,All,All,3.5,Crude Rate
New Mexico,2022-23,202306,30-39 years,All,All,2.3,Crude Rate
New Mexico,2022-23,202211,18-29 years,All,All,20.9,Crude Rate
New Mexico,2022-23,202307,18-29 years,All,All,0.9,Crude Rate
New Mexico,2022-23,202301,18-29 years,All,All,7.4,Crude Rate
New Mexico,2022-23,202306,18-29 years,All,All,1.9,Crude Rate
New Mexico,2022-23,202303,18-29 years,All,All,11.6,Crude Rate
New Mexico,2022-23,202308,18-29 years,All,All,3.2,Crude Rate
New Mexico,2022-23,202212,18-29 years,All,All,15.3,Crude Rate
New Mexico,2022-23,202210,18-29 years,All,All,13.9,Crude Rate
New Mexico,2022-23,202305,18-29 years,All,All,6,Crude Rate
New Mexico,2022-23,202302,18-29 years,All,All,6.5,Crude Rate
New Mexico,2022-23,202304,18-29 years,All,All,8.4,Crude Rate
New Mexico,2022-23,202309,18-29 years,All,All,3.7,Crude Rate
New Mexico,2022-23,202211,12-17 years,All,All,5.9,Crude Rate
New Mexico,2022-23,202309,12-17 years,All,All,1,Crude Rate
New Mexico,2022-23,202304,12-17 years,All,All,5.9,Crude Rate
New Mexico,2022-23,202303,12-17 years,All,All,2.9,Crude Rate
New Mexico,2022-23,202212,12-17 years,All,All,3.9,Crude Rate
New Mexico,2022-23,202307,12-17 years,All,All,1,Crude Rate
New Mexico,2022-23,202301,12-17 years,All,All,2.9,Crude Rate
New Mexico,2022-23,202306,12-17 years,All,All,0,Crude Rate
New Mexico,2022-23,202302,12-17 years,All,All,4.9,Crude Rate
New Mexico,2022-23,202305,12-17 years,All,All,2.9,Crude Rate
New Mexico,2022-23,202308,12-17 years,All,All,3.9,Crude Rate
New Mexico,2022-23,202210,12-17 years,All,All,4.9,Crude Rate
New Mexico,2022-23,202302,5-11 years,All,All,1,Crude Rate
New Mexico,2022-23,202305,5-11 years,All,All,1.9,Crude Rate
New Mexico,2022-23,202212,5-11 years,All,All,4.8,Crude Rate
New Mexico,2022-23,202306,5-11 years,All,All,0,Crude Rate
New Mexico,2022-23,202304,5-11 years,All,All,1.9,Crude Rate
New Mexico,2022-23,202303,5-11 years,All,All,2.9,Crude Rate
New Mexico,2022-23,202309,5-11 years,All,All,2.9,Crude Rate
New Mexico,2022-23,202210,5-11 years,All,All,4.8,Crude Rate
New Mexico,2022-23,202308,5-11 years,All,All,3.8,Crude Rate
New Mexico,2022-23,202211,5-11 years,All,All,12.5,Crude Rate
New Mexico,2022-23,202307,5-11 years,All,All,1,Crude Rate
New Mexico,2022-23,202301,5-11 years,All,All,0,Crude Rate
New Mexico,2022-23,202305,2-4 years,All,All,0,Crude Rate
New Mexico,2022-23,202210,2-4 years,All,All,10.1,Crude Rate
New Mexico,2022-23,202304,2-4 years,All,All,7.6,Crude Rate
New Mexico,2022-23,202307,2-4 years,All,All,5,Crude Rate
New Mexico,2022-23,202306,2-4 years,All,All,0,Crude Rate
New Mexico,2022-23,202212,2-4 years,All,All,12.6,Crude Rate
New Mexico,2022-23,202303,2-4 years,All,All,2.5,Crude Rate
New Mexico,2022-23,202308,2-4 years,All,All,2.5,Crude Rate
New Mexico,2022-23,202211,2-4 years,All,All,27.7,Crude Rate
New Mexico,2022-23,202302,2-4 years,All,All,7.6,Crude Rate
New Mexico,2022-23,202309,2-4 years,All,All,0,Crude Rate
New Mexico,2022-23,202301,2-4 years,All,All,12.6,Crude Rate
New Mexico,2022-23,202305,1-<2 years,All,All,24.2,Crude Rate
New Mexico,2022-23,202211,1-<2 years,All,All,72.7,Crude Rate
New Mexico,2022-23,202306,1-<2 years,All,All,0,Crude Rate
New Mexico,2022-23,202307,1-<2 years,All,All,0,Crude Rate
New Mexico,2022-23,202210,1-<2 years,All,All,32.3,Crude Rate
New Mexico,2022-23,202303,1-<2 years,All,All,24.2,Crude Rate
New Mexico,2022-23,202309,1-<2 years,All,All,16.1,Crude Rate
New Mexico,2022-23,202301,1-<2 years,All,All,16.1,Crude Rate
New Mexico,2022-23,202212,1-<2 years,All,All,64.6,Crude Rate
New Mexico,2022-23,202302,1-<2 years,All,All,16.1,Crude Rate
New Mexico,2022-23,202304,1-<2 years,All,All,8.1,Crude Rate
New Mexico,2022-23,202308,1-<2 years,All,All,16.1,Crude Rate
New Mexico,2022-23,202211,6mo-<12 months,All,All,196,Crude Rate
New Mexico,2022-23,202212,6mo-<12 months,All,All,65.3,Crude Rate
New Mexico,2022-23,202304,6mo-<12 months,All,All,65.3,Crude Rate
New Mexico,2022-23,202309,6mo-<12 months,All,All,32.7,Crude Rate
New Mexico,2022-23,202308,6mo-<12 months,All,All,32.7,Crude Rate
New Mexico,2022-23,202301,6mo-<12 months,All,All,32.7,Crude Rate
New Mexico,2022-23,202210,6mo-<12 months,All,All,65.3,Crude Rate
New Mexico,2022-23,202303,6mo-<12 months,All,All,114.3,Crude Rate
New Mexico,2022-23,202307,6mo-<12 months,All,All,16.3,Crude Rate
New Mexico,2022-23,202305,6mo-<12 months,All,All,49,Crude Rate
New Mexico,2022-23,202306,6mo-<12 months,All,All,32.7,Crude Rate
New Mexico,2022-23,202302,6mo-<12 months,All,All,32.7,Crude Rate
New Mexico,2022-23,202306,0-<6 months,All,All,16.3,Crude Rate
New Mexico,2022-23,202212,0-<6 months,All,All,196,Crude Rate
New Mexico,2022-23,202211,0-<6 months,All,All,212.3,Crude Rate
New Mexico,2022-23,202303,0-<6 months,All,All,81.7,Crude Rate
New Mexico,2022-23,202302,0-<6 months,All,All,49,Crude Rate
New Mexico,2022-23,202307,0-<6 months,All,All,16.3,Crude Rate
New Mexico,2022-23,202301,0-<6 months,All,All,49,Crude Rate
New Mexico,2022-23,202309,0-<6 months,All,All,65.3,Crude Rate
New Mexico,2022-23,202308,0-<6 months,All,All,49,Crude Rate
New Mexico,2022-23,202210,0-<6 months,All,All,147,Crude Rate
New Mexico,2022-23,202305,0-<6 months,All,All,49,Crude Rate
New Mexico,2022-23,202304,0-<6 months,All,All,49,Crude Rate
New Mexico,2022-23,202307,≥65 years,All,All,19.5,Crude Rate
New Mexico,2022-23,202212,≥65 years,All,All,151.9,Crude Rate
New Mexico,2022-23,202304,≥65 years,All,All,86.9,Crude Rate
New Mexico,2022-23,202308,≥65 years,All,All,42.6,Crude Rate
New Mexico,2022-23,202305,≥65 years,All,All,56.5,Crude Rate
New Mexico,2022-23,202309,≥65 years,All,All,65,Crude Rate
New Mexico,2022-23,202302,≥65 years,All,All,76,Crude Rate
New Mexico,2022-23,202303,≥65 years,All,All,88.9,Crude Rate
New Mexico,2022-23,202211,≥65 years,All,All,179.9,Crude Rate
New Mexico,2022-23,202210,≥65 years,All,All,92.2,Crude Rate
New Mexico,2022-23,202306,≥65 years,All,All,22.3,Crude Rate
New Mexico,2022-23,202301,≥65 years,All,All,87.7,Crude Rate
New Mexico,2022-23,202306,50-64 years,All,All,9.1,Crude Rate
New Mexico,2022-23,202305,50-64 years,All,All,12.6,Crude Rate
New Mexico,2022-23,202308,50-64 years,All,All,10.8,Crude Rate
New Mexico,2022-23,202211,50-64 years,All,All,61.9,Crude Rate
New Mexico,2022-23,202309,50-64 years,All,All,16.5,Crude Rate
New Mexico,2022-23,202210,50-64 years,All,All,32.5,Crude Rate
New Mexico,2022-23,202307,50-64 years,All,All,6.9,Crude Rate
New Mexico,2022-23,202302,50-64 years,All,All,21.6,Crude Rate
New Mexico,2022-23,202304,50-64 years,All,All,22.9,Crude Rate
New Mexico,2022-23,202303,50-64 years,All,All,27.3,Crude Rate
New Mexico,2022-23,202301,50-64 years,All,All,25.1,Crude Rate
New Mexico,2022-23,202212,50-64 years,All,All,48.1,Crude Rate
New Mexico,2022-23,202306,18-49 years,All,All,3.7,Crude Rate
New Mexico,2022-23,202212,18-49 years,All,All,18.1,Crude Rate
New Mexico,2022-23,202309,18-49 years,All,All,6.3,Crude Rate
New Mexico,2022-23,202307,18-49 years,All,All,2.2,Crude Rate
New Mexico,2022-23,202301,18-49 years,All,All,11.5,Crude Rate
New Mexico,2022-23,202308,18-49 years,All,All,4.2,Crude Rate
New Mexico,2022-23,202302,18-49 years,All,All,9.2,Crude Rate
New Mexico,2022-23,202305,18-49 years,All,All,7.4,Crude Rate
New Mexico,2022-23,202304,18-49 years,All,All,11.3,Crude Rate
New Mexico,2022-23,202211,18-49 years,All,All,23.7,Crude Rate
New Mexico,2022-23,202210,18-49 years,All,All,17,Crude Rate
New Mexico,2022-23,202303,18-49 years,All,All,13.7,Crude Rate
New Mexico,2022-23,202307,5-17 years,All,All,1,Crude Rate
New Mexico,2022-23,202302,5-17 years,All,All,2.9,Crude Rate
New Mexico,2022-23,202211,5-17 years,All,All,9.2,Crude Rate
New Mexico,2022-23,202303,5-17 years,All,All,2.9,Crude Rate
New Mexico,2022-23,202309,5-17 years,All,All,1.9,Crude Rate
